VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee
2,2022-04-15 16:20:06,2022-04-15 17:12:41,4.0,9.78,2.0,N,93,249,2,52.0,4.5,0.5,3.0,6.55,0.3,70.6,2.5,1.25
2,2022-04-15 16:29:14,2022-04-15 16:36:20,2.0,0.96,1.0,N,161,164,2,6.5,1.0,0.5,2.0,0.0,0.3,12.8,2.5,0.0
2,2022-04-15 16:14:13,2022-04-15 16:15:40,1.0,0.06,1.0,N,170,170,3,3.0,1.0,0.5,0.0,0.0,0.3,7.3,2.5,0.0
2,2022-04-15 17:53:35,2022-04-15 18:01:29,1.0,2.2,1.0,N,162,236,2,8.5,1.0,0.5,2.0,0.0,0.3,14.8,2.5,0.0
2,2022-04-15 17:14:51,2022-04-15 17:27:02,2.0,2.45,1.0,N,68,143,3,10.0,1.0,0.5,0.0,0.0,0.3,14.3,2.5,0.0
2,2022-04-15 18:33:37,2022-04-15 18:59:09,2.0,4.5,1.0,N,90,238,2,19.0,1.0,0.5,4.66,0.0,0.3,27.96,2.5,0.0
2,2022-04-15 18:50:08,2022-04-15 19:03:37,2.0,2.35,1.0,N,87,158,2,11.0,1.0,0.5,2.3,0.0,0.3,17.6,2.5,0.0
2,2022-04-15 18:13:36,2022-04-15 18:16:53,1.0,0.64,1.0,N,263,262,2,4.5,1.0,0.5,2.2,0.0,0.3,11.0,2.5,0.0
2,2022-04-15 19:38:02,2022-04-15 19:39:15,1.0,0.01,1.0,N,262,262,3,3.0,1.0,0.5,0.0,0.0,0.3,7.3,2.5,0.0
2,2022-04-15 20:47:54,2022-04-15 21:05:08,5.0,9.13,1.0,N,138,170,2,26.5,0.5,0.5,7.62,6.55,0.3,45.72,2.5,1.25
1,2022-04-15 21:24:08,2022-04-15 21:33:51,0.0,1.0,1.0,N,164,230,2,7.5,3.0,0.5,2.25,0.0,0.3,13.55,2.5,0.0
1,2022-04-15 21:34:18,2022-04-15 21:46:23,4.0,2.3,1.0,N,234,148,2,10.0,3.0,0.5,2.0,0.0,0.3,15.8,2.5,0.0
2,2022-04-15 21:04:52,2022-04-15 21:08:59,1.0,0.88,1.0,N,163,162,3,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5,0.0
2,2022-04-15 21:11:21,2022-04-15 21:33:47,1.0,4.48,1.0,N,249,141,2,17.5,0.5,0.5,4.26,0.0,0.3,25.56,2.5,0.0
2,2022-04-15 23:51:33,2022-04-15 23:54:56,5.0,0.82,1.0,N,142,163,2,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5,0.0
2,2022-04-15 23:01:32,2022-04-15 23:11:41,1.0,2.21,1.0,N,162,142,2,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5,0.0
2,2022-04-16 00:05:00,2022-04-16 00:05:54,1.0,0.31,1.0,N,142,142,3,3.0,0.5,0.5,0.0,0.0,0.3,6.8,2.5,0.0
2,2022-04-16 00:17:30,2022-04-16 00:32:56,1.0,3.68,1.0,N,209,189,2,14.5,0.5,0.5,4.58,0.0,0.3,22.88,2.5,0.0
2,2022-04-16 00:40:40,2022-04-16 01:06:05,1.0,8.03,1.0,N,90,82,3,26.5,0.5,0.5,0.0,6.55,0.3,36.85,2.5,0.0
2,2022-04-16 01:21:04,2022-04-16 01:28:51,1.0,1.08,1.0,N,264,264,2,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5,0.0
1,2022-04-16 04:18:03,2022-04-16 04:23:29,1.0,1.6,1.0,N,79,170,2,7.0,3.0,0.5,2.0,0.0,0.3,12.8,2.5,0.0
2,2022-04-16 08:14:17,2022-04-16 08:19:59,1.0,0.99,1.0,N,137,100,2,6.0,0.0,0.5,0.0,0.0,0.3,9.3,2.5,0.0
2,2022-04-16 09:06:05,2022-04-16 09:16:48,1.0,3.56,1.0,N,239,246,2,12.5,0.0,0.5,3.95,0.0,0.3,19.75,2.5,0.0
1,2022-04-16 10:16:36,2022-04-16 10:23:47,1.0,1.5,1.0,N,142,163,2,7.5,2.5,0.5,2.15,0.0,0.3,12.95,2.5,0.0
2,2022-04-16 11:20:50,2022-04-16 11:32:57,1.0,3.69,1.0,N,161,41,2,12.5,0.0,0.5,2.0,0.0,0.3,17.8,2.5,0.0
2,2022-04-16 12:47:59,2022-04-16 13:07:17,1.0,4.88,1.0,N,79,49,2,18.0,0.0,0.5,4.26,0.0,0.3,25.56,2.5,0.0
1,2022-04-16 14:11:56,2022-04-16 14:31:55,3.0,2.9,1.0,N,161,211,2,14.5,2.5,0.5,3.55,0.0,0.3,21.35,2.5,0.0
1,2022-04-16 15:43:55,2022-04-16 16:11:43,3.0,3.3,1.0,N,144,230,3,18.0,2.5,0.5,0.0,0.0,0.3,21.3,2.5,0.0
1,2022-04-16 15:16:54,2022-04-16 15:35:01,2.0,2.3,1.0,N,158,170,2,12.5,2.5,0.5,2.37,0.0,0.3,18.17,2.5,0.0
2,2022-04-16 15:21:28,2022-04-16 15:44:39,1.0,1.8,1.0,N,90,137,2,15.0,0.0,0.5,3.66,0.0,0.3,21.96,2.5,0.0
2,2022-04-16 15:10:50,2022-04-16 15:18:09,1.0,1.22,1.0,N,170,137,2,7.0,0.0,0.5,2.58,0.0,0.3,12.88,2.5,0.0
1,2022-04-16 16:18:49,2022-04-16 17:04:08,1.0,11.2,1.0,N,43,180,2,39.0,2.5,0.5,10.55,0.0,0.3,52.85,2.5,0.0
2,2022-04-16 16:38:08,2022-04-16 16:51:20,2.0,2.21,1.0,N,68,239,3,10.5,0.0,0.5,0.0,0.0,0.3,13.8,2.5,0.0
2,2022-04-16 16:57:38,2022-04-16 17:09:15,1.0,1.36,1.0,N,249,100,2,9.0,0.0,0.5,2.46,0.0,0.3,14.76,2.5,0.0
2,2022-04-16 16:35:25,2022-04-16 16:39:16,1.0,1.12,1.0,N,137,79,3,5.0,0.0,0.5,0.0,0.0,0.3,8.3,2.5,0.0
2,2022-04-16 17:13:44,2022-04-16 17:26:38,1.0,2.71,1.0,N,170,236,2,12.0,0.0,0.5,3.06,0.0,0.3,18.36,2.5,0.0
2,2022-04-16 17:03:11,2022-04-16 17:38:49,1.0,11.08,5.0,N,157,132,2,75.0,0.0,0.0,15.06,0.0,0.3,90.36,0.0,0.0
2,2022-04-16 18:12:05,2022-04-16 18:20:16,1.0,0.69,1.0,N,79,113,2,6.5,0.0,0.5,1.96,0.0,0.3,11.76,2.5,0.0
1,2022-04-16 18:35:44,2022-04-16 18:50:49,2.0,1.6,1.0,N,68,230,2,10.5,2.5,0.5,2.75,0.0,0.3,16.55,2.5,0.0
2,2022-04-16 18:10:48,2022-04-16 18:27:52,1.0,2.85,1.0,N,148,186,3,13.0,0.0,0.5,0.0,0.0,0.3,16.3,2.5,0.0
1,2022-04-16 18:36:08,2022-04-16 18:52:34,1.0,1.9,1.0,N,68,230,2,12.0,2.5,0.5,2.3,0.0,0.3,17.6,2.5,0.0
2,2022-04-16 18:18:39,2022-04-16 18:37:59,2.0,4.72,1.0,N,229,42,2,17.0,0.0,0.5,2.03,0.0,0.3,22.33,2.5,0.0
1,2022-04-16 19:07:21,2022-04-16 19:20:12,1.0,1.8,1.0,N,162,100,2,10.0,2.5,0.5,2.0,0.0,0.3,15.3,2.5,0.0
1,2022-04-16 19:28:39,2022-04-16 19:39:48,1.0,1.8,1.0,N,79,162,2,8.5,2.5,0.5,2.35,0.0,0.3,14.15,2.5,0.0
1,2022-04-16 20:09:53,2022-04-16 20:30:03,2.0,3.0,1.0,N,229,114,2,14.5,3.0,0.5,3.65,0.0,0.3,21.95,2.5,0.0
2,2022-04-16 21:16:09,2022-04-16 21:45:52,3.0,24.95,4.0,N,138,265,2,45.0,0.5,0.5,9.26,0.0,0.3,56.81,0.0,1.25
2,2022-04-16 21:28:49,2022-04-16 21:58:26,1.0,9.58,1.0,N,170,181,2,30.0,0.5,0.5,6.76,0.0,0.3,40.56,2.5,0.0
1,2022-04-16 21:49:11,2022-04-16 21:59:40,3.0,1.8,1.0,N,79,233,2,9.0,3.0,0.5,2.55,0.0,0.3,15.35,2.5,0.0
1,2022-04-16 23:05:22,2022-04-16 23:12:19,2.0,1.0,1.0,N,161,141,2,6.5,3.0,0.5,2.05,0.0,0.3,12.35,2.5,0.0
2,2022-04-16 23:30:25,2022-04-16 23:51:27,1.0,11.17,1.0,N,145,130,3,31.5,0.5,0.5,0.0,0.0,0.3,32.8,0.0,0.0
2,2022-04-17 04:17:34,2022-04-17 04:19:39,1.0,0.61,1.0,N,74,75,3,4.0,0.5,0.5,0.0,0.0,0.3,5.3,0.0,0.0
2,2022-04-17 07:47:23,2022-04-17 08:04:02,3.0,9.26,1.0,N,233,138,3,27.0,0.0,0.5,0.0,6.55,0.3,38.1,2.5,1.25
2,2022-04-17 09:29:59,2022-04-17 09:48:50,1.0,6.97,1.0,N,138,229,2,22.0,0.0,0.5,5.31,0.0,0.3,31.86,2.5,1.25
2,2022-04-17 09:47:51,2022-04-17 09:56:16,1.0,5.26,1.0,N,262,232,2,15.5,0.0,0.5,3.0,0.0,0.3,21.8,2.5,0.0
2,2022-04-17 09:38:11,2022-04-17 09:44:02,3.0,1.84,1.0,N,163,236,2,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5,0.0
2,2022-04-17 10:52:26,2022-04-17 10:56:43,1.0,0.98,1.0,N,75,151,2,5.5,0.0,0.5,2.0,0.0,0.3,8.3,0.0,0.0
1,2022-04-17 10:28:22,2022-04-17 10:37:59,1.0,1.8,1.0,N,68,113,2,7.5,2.5,0.5,2.15,0.0,0.3,12.95,2.5,0.0
2,2022-04-17 11:51:16,2022-04-17 12:02:33,2.0,1.46,1.0,N,125,232,2,9.0,0.0,0.5,2.46,0.0,0.3,14.76,2.5,0.0
2,2022-04-17 13:04:48,2022-04-17 13:07:17,1.0,0.78,1.0,N,141,140,2,4.5,0.0,0.5,1.0,0.0,0.3,8.8,2.5,0.0
2,2022-04-17 14:14:53,2022-04-17 14:31:28,3.0,2.21,1.0,N,236,161,2,13.0,0.0,0.5,2.44,0.0,0.3,18.74,2.5,0.0
2,2022-04-17 14:17:30,2022-04-17 14:21:11,1.0,0.34,1.0,N,230,230,2,4.0,0.0,0.5,1.46,0.0,0.3,8.76,2.5,0.0
2,2022-04-17 15:08:34,2022-04-17 15:38:11,1.0,4.61,1.0,N,68,7,3,21.5,0.0,0.5,0.0,0.0,0.3,24.8,2.5,0.0
2,2022-04-17 16:31:29,2022-04-17 16:34:26,1.0,0.54,1.0,N,151,238,2,4.0,0.0,0.5,1.1,0.0,0.3,8.4,2.5,0.0
2,2022-04-17 16:28:23,2022-04-17 16:45:16,1.0,6.4,1.0,N,88,230,2,19.5,0.0,0.5,0.0,0.0,0.3,22.8,2.5,0.0
1,2022-04-17 16:02:05,2022-04-17 16:09:22,1.0,1.0,1.0,N,161,170,2,6.5,2.5,0.5,1.96,0.0,0.3,11.76,2.5,0.0
2,2022-04-17 16:01:35,2022-04-17 16:12:05,1.0,2.04,1.0,N,43,230,2,9.0,0.0,0.5,2.0,0.0,0.3,14.3,2.5,0.0
2,2022-04-17 17:38:56,2022-04-17 17:43:39,2.0,1.0,1.0,N,236,236,2,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5,0.0
2,2022-04-17 17:50:21,2022-04-17 17:53:13,1.0,0.52,1.0,N,236,237,2,4.0,0.0,0.5,1.46,0.0,0.3,8.76,2.5,0.0
2,2022-04-17 17:55:08,2022-04-17 18:16:49,4.0,4.53,1.0,N,263,68,3,18.0,0.0,0.5,0.0,0.0,0.3,21.3,2.5,0.0
2,2022-04-17 16:58:27,2022-04-17 17:09:22,1.0,1.82,1.0,N,236,163,2,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5,0.0
2,2022-04-17 18:02:17,2022-04-17 18:14:51,3.0,2.16,1.0,N,234,48,2,10.5,0.0,0.5,3.45,0.0,0.3,17.25,2.5,0.0
2,2022-04-17 18:48:13,2022-04-17 18:54:33,1.0,1.62,1.0,N,229,140,2,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5,0.0
1,2022-04-17 21:00:24,2022-04-17 21:08:30,2.0,1.6,1.0,N,90,170,3,7.5,3.0,0.5,0.0,0.0,0.3,11.3,2.5,0.0
1,2022-04-17 21:04:43,2022-04-17 21:10:18,4.0,0.6,1.0,N,163,229,3,5.5,3.0,0.5,0.0,0.0,0.3,9.3,2.5,0.0
2,2022-04-17 21:45:55,2022-04-17 22:31:52,1.0,17.89,2.0,N,132,48,3,52.0,0.0,0.5,0.0,6.55,0.3,63.1,2.5,1.25
2,2022-04-17 21:28:40,2022-04-17 21:45:11,1.0,4.83,1.0,N,65,68,2,16.5,0.5,0.5,2.0,0.0,0.3,22.3,2.5,0.0
1,2022-04-17 21:51:02,2022-04-17 22:07:31,1.0,3.7,1.0,N,249,239,2,14.0,3.0,0.5,3.0,0.0,0.3,20.8,2.5,0.0
1,2022-04-17 22:52:07,2022-04-17 23:30:58,1.0,19.1,2.0,N,132,236,3,52.0,3.75,0.5,0.0,6.55,0.3,63.1,2.5,1.25
2,2022-04-18 03:21:25,2022-04-18 03:32:37,1.0,6.08,1.0,N,132,258,2,18.0,0.5,0.5,0.0,0.0,0.3,20.55,0.0,1.25
2,2022-04-18 08:40:56,2022-04-18 08:58:42,1.0,3.08,1.0,N,141,234,2,14.5,0.0,0.5,5.34,0.0,0.3,23.14,2.5,0.0
2,2022-04-18 09:01:05,2022-04-18 09:06:08,1.0,0.83,1.0,N,164,163,2,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5,0.0
2,2022-04-18 09:59:59,2022-04-18 10:14:22,1.0,1.74,1.0,N,43,141,2,10.5,0.0,0.5,2.76,0.0,0.3,16.56,2.5,0.0
1,2022-04-18 12:44:53,2022-04-18 12:55:28,2.0,1.5,1.0,N,142,162,2,9.0,2.5,0.5,2.0,0.0,0.3,14.3,2.5,0.0
1,2022-04-18 12:50:07,2022-04-18 12:56:45,1.0,0.7,1.0,N,229,140,2,6.0,2.5,0.5,1.85,0.0,0.3,11.15,2.5,0.0
2,2022-04-18 12:15:31,2022-04-18 12:30:20,3.0,1.58,1.0,N,161,43,3,10.5,0.0,0.5,0.0,0.0,0.3,13.8,2.5,0.0
1,2022-04-18 12:27:50,2022-04-18 12:48:52,1.0,3.3,1.0,N,144,230,2,15.5,2.5,0.5,3.75,0.0,0.3,22.55,2.5,0.0
1,2022-04-18 13:15:01,2022-04-18 13:45:10,1.0,10.1,1.0,N,138,162,2,31.0,2.5,0.5,8.15,6.55,0.3,49.0,2.5,0.0
2,2022-04-18 14:47:31,2022-04-18 15:02:04,2.0,1.94,1.0,N,239,236,3,11.0,0.0,0.5,0.0,0.0,0.3,14.3,2.5,0.0
2,2022-04-18 14:28:24,2022-04-18 14:42:30,1.0,1.97,1.0,N,43,143,2,11.0,0.0,0.5,2.86,0.0,0.3,17.16,2.5,0.0
2,2022-04-18 14:54:03,2022-04-18 15:03:15,1.0,1.51,1.0,N,233,107,3,-8.0,0.0,-0.5,0.0,0.0,-0.3,-11.3,-2.5,0.0
1,2022-04-18 15:10:14,2022-04-18 15:11:58,1.0,0.4,1.0,N,142,142,2,3.5,2.5,0.5,1.36,0.0,0.3,8.16,2.5,0.0
2,2022-04-18 16:54:43,2022-04-18 17:00:55,1.0,0.61,1.0,N,100,48,3,5.5,1.0,0.5,0.0,0.0,0.3,9.8,2.5,0.0
1,2022-04-18 18:34:46,2022-04-18 18:54:18,0.0,6.2,1.0,N,161,88,2,20.5,3.5,0.5,6.2,0.0,0.3,31.0,2.5,0.0
2,2022-04-18 18:53:15,2022-04-18 19:04:21,1.0,1.93,1.0,N,261,249,2,10.0,1.0,0.5,2.86,0.0,0.3,17.16,2.5,0.0
2,2022-04-18 18:32:42,2022-04-18 18:37:47,1.0,0.88,1.0,N,163,43,2,5.5,1.0,0.5,1.96,0.0,0.3,11.76,2.5,0.0
1,2022-04-18 20:23:49,2022-04-18 21:31:27,3.0,48.5,1.0,N,138,265,2,125.5,1.75,0.5,15.0,6.55,0.3,149.6,0.0,1.25
1,2022-04-18 20:29:42,2022-04-18 20:34:34,1.0,0.4,1.0,N,237,237,3,4.0,3.0,0.5,0.0,0.0,0.3,7.8,2.5,0.0
2,2022-04-18 22:00:03,2022-04-18 22:04:41,1.0,1.48,1.0,N,114,170,2,6.0,0.5,0.5,2.94,0.0,0.3,12.74,2.5,0.0
2,2022-04-18 22:25:19,2022-04-18 22:44:57,1.0,4.39,1.0,N,186,75,2,16.5,0.5,0.5,4.06,0.0,0.3,24.36,2.5,0.0
2,2022-04-18 23:10:58,2022-04-18 23:16:01,1.0,0.91,1.0,N,161,170,2,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5,0.0
2,2022-04-19 07:10:01,2022-04-19 07:14:38,6.0,0.87,1.0,N,238,239,3,5.5,0.0,0.5,0.0,0.0,0.3,8.8,2.5,0.0
2,2022-04-19 07:49:39,2022-04-19 08:04:52,1.0,1.86,1.0,N,246,161,2,11.0,0.0,0.5,2.0,0.0,0.3,16.3,2.5,0.0
2,2022-04-19 08:04:31,2022-04-19 08:08:30,1.0,0.63,1.0,N,140,162,2,4.5,0.0,0.5,1.56,0.0,0.3,9.36,2.5,0.0
1,2022-04-19 09:36:58,2022-04-19 09:43:10,1.0,0.9,1.0,N,79,113,2,6.0,2.5,0.5,2.0,0.0,0.3,11.3,2.5,0.0
1,2022-04-19 09:28:52,2022-04-19 09:50:02,2.0,1.9,1.0,N,170,68,2,13.5,2.5,0.5,2.0,0.0,0.3,18.8,2.5,0.0
2,2022-04-19 10:23:40,2022-04-19 10:40:40,2.0,2.22,1.0,N,236,163,2,12.5,0.0,0.5,3.16,0.0,0.3,18.96,2.5,0.0
2,2022-04-19 11:28:27,2022-04-19 11:34:13,1.0,1.06,1.0,N,237,236,2,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5,0.0
2,2022-04-19 12:50:40,2022-04-19 13:07:26,1.0,1.97,1.0,N,137,163,3,12.0,0.0,0.5,0.0,0.0,0.3,15.3,2.5,0.0
2,2022-04-19 13:03:27,2022-04-19 13:11:43,1.0,0.97,1.0,N,237,161,2,7.0,0.0,0.5,2.0,0.0,0.3,12.3,2.5,0.0
2,2022-04-19 12:58:52,2022-04-19 13:17:29,3.0,4.56,1.0,N,237,42,2,17.0,0.0,0.5,1.5,0.0,0.3,21.8,2.5,0.0
2,2022-04-19 13:15:47,2022-04-19 13:48:36,1.0,5.79,1.0,N,262,162,3,25.0,0.0,0.5,0.0,0.0,0.3,28.3,2.5,0.0
2,2022-04-19 15:00:18,2022-04-19 15:05:05,1.0,0.76,1.0,N,237,237,2,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5,0.0
1,2022-04-19 16:22:59,2022-04-19 16:36:44,0.0,2.5,1.0,N,90,50,3,11.5,3.5,0.5,0.0,0.0,0.3,15.8,2.5,0.0
2,2022-04-19 17:10:17,2022-04-19 18:01:18,1.0,21.91,1.0,N,236,265,2,60.5,1.0,0.5,14.27,6.55,0.3,85.62,2.5,0.0
1,2022-04-19 18:18:15,2022-04-19 18:28:53,1.0,1.3,1.0,N,48,162,2,8.5,3.5,0.5,3.8,0.0,0.3,16.6,2.5,0.0
2,2022-04-19 18:47:01,2022-04-19 18:54:42,6.0,0.57,1.0,N,163,230,2,6.0,1.0,0.5,2.06,0.0,0.3,12.36,2.5,0.0
2,2022-04-19 18:25:16,2022-04-19 18:40:28,1.0,1.82,1.0,N,163,239,2,11.0,1.0,0.5,4.59,0.0,0.3,19.89,2.5,0.0
2,2022-04-19 18:30:42,2022-04-19 18:41:55,5.0,1.0,1.0,N,246,164,3,8.0,1.0,0.5,0.0,0.0,0.3,12.3,2.5,0.0
1,2022-04-19 18:00:48,2022-04-19 18:27:27,1.0,2.0,1.0,N,141,230,2,15.5,3.5,0.5,3.95,0.0,0.3,23.75,2.5,0.0
1,2022-04-19 20:13:33,2022-04-19 20:23:31,1.0,2.4,1.0,N,68,143,2,9.0,3.0,0.5,2.56,0.0,0.3,15.36,2.5,0.0
2,2022-04-19 20:28:38,2022-04-19 20:44:28,5.0,6.25,1.0,N,137,74,2,19.0,0.5,0.5,2.0,0.0,0.3,24.8,2.5,0.0
1,2022-04-19 21:44:27,2022-04-19 21:47:25,1.0,0.4,1.0,N,237,237,2,4.0,3.0,0.5,1.55,0.0,0.3,9.35,2.5,0.0
2,2022-04-19 21:43:10,2022-04-19 21:53:56,1.0,1.32,1.0,N,48,186,3,8.5,0.5,0.5,0.0,0.0,0.3,12.3,2.5,0.0
2,2022-04-20 02:45:02,2022-04-20 02:50:02,1.0,0.93,1.0,N,164,107,3,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5,0.0
2,2022-04-20 07:34:52,2022-04-20 07:42:40,1.0,0.84,1.0,N,137,100,3,6.5,0.0,0.5,0.0,0.0,0.3,9.8,2.5,0.0
1,2022-04-20 08:59:49,2022-04-20 09:17:27,1.0,8.6,1.0,N,263,88,2,25.0,2.5,0.5,7.08,0.0,0.3,35.38,2.5,0.0
2,2022-04-20 09:53:04,2022-04-20 10:00:46,1.0,1.11,1.0,N,238,236,2,7.0,0.0,0.5,6.0,0.0,0.3,16.3,2.5,0.0
2,2022-04-20 09:01:21,2022-04-20 09:04:25,1.0,0.4,1.0,N,249,114,3,4.0,0.0,0.5,0.0,0.0,0.3,7.3,2.5,0.0
2,2022-04-20 10:16:45,2022-04-20 10:34:51,1.0,0.84,1.0,N,163,163,3,11.5,0.0,0.5,0.0,0.0,0.3,14.8,2.5,0.0
2,2022-04-20 11:00:34,2022-04-20 11:14:22,1.0,2.29,1.0,N,161,246,2,10.5,0.0,0.5,1.0,0.0,0.3,14.8,2.5,0.0
2,2022-04-20 10:07:46,2022-04-20 10:26:25,6.0,4.95,1.0,N,140,90,2,18.0,0.0,0.5,4.26,0.0,0.3,25.56,2.5,0.0
1,2022-04-20 11:51:40,2022-04-20 12:01:25,1.0,1.1,1.0,N,186,50,2,8.0,2.5,0.5,2.25,0.0,0.3,13.55,2.5,0.0
2,2022-04-20 12:08:56,2022-04-20 12:13:34,1.0,0.67,1.0,N,151,239,3,5.0,0.0,0.5,0.0,0.0,0.3,8.3,2.5,0.0
2,2022-04-20 13:14:52,2022-04-20 13:35:58,2.0,1.55,1.0,N,161,163,3,13.5,0.0,0.5,0.0,0.0,0.3,16.8,2.5,0.0
2,2022-04-20 13:57:10,2022-04-20 14:07:03,1.0,1.17,1.0,N,148,79,3,8.0,0.0,0.5,0.0,0.0,0.3,11.3,2.5,0.0
2,2022-04-20 13:34:22,2022-04-20 13:43:09,2.0,1.34,1.0,N,158,186,5,-8.0,0.0,-0.5,0.0,0.0,-0.3,-11.3,-2.5,0.0
2,2022-04-20 14:46:46,2022-04-20 15:46:05,1.0,16.18,2.0,N,163,132,2,52.0,0.0,0.5,11.06,0.0,0.3,66.36,2.5,0.0
2,2022-04-20 15:03:54,2022-04-20 15:49:38,2.0,16.16,2.0,N,132,255,2,52.0,0.0,0.5,10.81,0.0,0.3,64.86,0.0,1.25
2,2022-04-20 15:27:43,2022-04-20 15:44:56,1.0,1.59,1.0,N,90,163,3,11.5,0.0,0.5,0.0,0.0,0.3,14.8,2.5,0.0
2,2022-04-20 16:46:25,2022-04-20 17:08:24,1.0,3.29,1.0,N,90,237,3,15.5,1.0,0.5,0.0,0.0,0.3,19.8,2.5,0.0
1,2022-04-20 16:54:44,2022-04-20 17:11:16,2.0,1.6,1.0,N,237,170,2,11.5,3.5,0.5,3.95,0.0,0.3,19.75,2.5,0.0
1,2022-04-20 16:11:29,2022-04-20 16:21:32,1.0,1.4,1.0,N,43,142,2,8.5,3.5,0.5,2.55,0.0,0.3,15.35,2.5,0.0
2,2022-04-20 16:26:25,2022-04-20 16:39:34,1.0,1.55,1.0,N,158,100,3,9.5,1.0,0.5,0.0,0.0,0.3,13.8,2.5,0.0
1,2022-04-20 17:56:41,2022-04-20 18:49:49,1.0,18.1,2.0,N,132,68,2,52.0,8.25,0.5,13.5,6.55,0.3,81.1,2.5,1.25
2,2022-04-20 17:21:30,2022-04-20 17:31:10,1.0,1.27,1.0,N,186,249,2,7.5,1.0,0.5,2.36,0.0,0.3,14.16,2.5,0.0
2,2022-04-20 17:49:41,2022-04-20 18:19:59,1.0,3.94,1.0,N,141,249,2,20.5,1.0,0.5,4.96,0.0,0.3,29.76,2.5,0.0
2,2022-04-20 18:29:17,2022-04-20 18:52:30,3.0,3.31,1.0,N,238,229,2,17.0,1.0,0.5,4.26,0.0,0.3,25.56,2.5,0.0
1,2022-04-20 18:54:25,2022-04-20 19:05:49,0.0,1.7,1.0,N,186,79,3,9.5,3.5,0.5,0.0,0.0,0.3,13.8,2.5,0.0
2,2022-04-20 19:11:19,2022-04-20 19:15:01,1.0,0.62,1.0,N,236,237,2,4.5,1.0,0.5,1.32,0.0,0.3,10.12,2.5,0.0
2,2022-04-20 19:05:46,2022-04-20 19:09:23,1.0,0.54,1.0,N,236,237,2,4.5,1.0,0.5,1.76,0.0,0.3,10.56,2.5,0.0
2,2022-04-20 21:41:03,2022-04-20 21:53:11,1.0,1.81,1.0,N,107,229,2,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5,0.0
1,2022-04-20 21:41:56,2022-04-20 22:28:19,1.0,12.7,1.0,N,237,177,3,43.0,3.0,0.5,0.0,0.0,0.3,46.8,2.5,0.0
1,2022-04-20 22:58:51,2022-04-20 23:14:01,2.0,2.8,1.0,N,90,143,2,12.5,3.0,0.5,4.05,0.0,0.3,20.35,2.5,0.0
2,2022-04-21 00:19:25,2022-04-21 00:23:17,1.0,1.03,1.0,N,263,141,2,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5,0.0
2,2022-04-21 09:53:19,2022-04-21 10:08:12,3.0,2.88,1.0,N,90,13,3,13.0,0.0,0.5,0.0,0.0,0.3,16.3,2.5,0.0
2,2022-04-21 09:03:09,2022-04-21 09:21:29,1.0,1.78,1.0,N,137,230,3,12.0,0.0,0.5,0.0,0.0,0.3,15.3,2.5,0.0
2,2022-04-21 09:57:14,2022-04-21 10:06:09,1.0,1.43,1.0,N,211,234,2,8.0,0.0,0.5,2.26,0.0,0.3,13.56,2.5,0.0
2,2022-04-21 12:11:12,2022-04-21 12:27:41,1.0,7.38,1.0,N,138,41,2,22.5,0.0,0.5,3.0,6.55,0.3,34.1,0.0,1.25
2,2022-04-21 12:03:09,2022-04-21 12:22:19,1.0,2.16,1.0,N,137,144,2,13.5,0.0,0.5,1.0,0.0,0.3,17.8,2.5,0.0
1,2022-04-21 12:19:09,2022-04-21 12:44:37,1.0,3.2,1.0,N,164,231,2,17.0,2.5,0.5,4.05,0.0,0.3,24.35,2.5,0.0
2,2022-04-21 13:49:00,2022-04-21 14:12:10,1.0,8.14,1.0,N,70,236,2,25.5,0.0,0.5,7.07,6.55,0.3,42.42,2.5,0.0
1,2022-04-21 13:35:21,2022-04-21 13:53:45,1.0,1.8,1.0,N,234,161,2,11.0,2.5,0.5,2.85,0.0,0.3,17.15,2.5,0.0
2,2022-04-21 13:20:05,2022-04-21 13:29:25,1.0,0.94,1.0,N,161,163,2,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5,0.0
2,2022-04-21 13:42:12,2022-04-21 13:58:13,1.0,4.02,1.0,N,87,246,2,15.0,0.0,0.5,4.58,0.0,0.3,22.88,2.5,0.0
